1,0.588935281837
5,0.588935281837
10,0.57139874739
15,0.582881002088
20,0.587891440501
25,0.578079331942
30,0.596659707724
35,0.596033402923
40,0.619206680585
45,0.620668058455
50,0.662004175365
55,0.64133611691
60,0.63006263048
65,0.629227557411
70,0.595615866388
75,0.604592901879
80,0.639457202505
85,0.652192066806
90,0.676409185804
95,0.662004175365
100,0.672025052192
105,0.655532359081
110,0.674530271399
115,0.664300626305
120,0.670146137787
125,0.666597077244
130,0.677661795407
135,0.694154488518
140,0.692901878914
145,0.692901878914
150,0.688308977035
155,0.685594989562
160,0.680584551148
165,0.6751565762
170,0.682463465553
175,0.684759916493
180,0.687682672234
185,0.697912317328
190,0.698538622129
195,0.694780793319
200,0.707933194154
205,0.710020876827
210,0.716075156576
215,0.71356993737
220,0.720250521921
225,0.718997912317
230,0.718162839248
235,0.712734864301
240,0.721503131524
245,0.708141962422
250,0.705010438413
255,0.711064718163
260,0.699791231733
265,0.698538622129
270,0.70751565762
275,0.708768267223
280,0.710647181628
285,0.709185803758
290,0.712943632568
295,0.709812108559
300,0.70751565762
305,0.700626304802
310,0.700417536534
315,0.708350730689
320,0.710020876827
325,0.698538622129
330,0.700208768267
335,0.707306889353
340,0.680793319415
345,0.680167014614
350,0.68496868476
355,0.680167014614
360,0.685386221294
365,0.684759916493
370,0.691440501044
375,0.705219206681
380,0.706263048017
385,0.703966597077
390,0.692901878914
395,0.706471816284
400,0.708977035491
405,0.712734864301
410,0.708141962422
415,0.705010438413
420,0.694780793319
425,0.714405010438
430,0.711899791232
435,0.710647181628
440,0.711691022965
445,0.717745302714
450,0.708350730689
455,0.71503131524
460,0.701461377871
465,0.704592901879
470,0.697286012526
475,0.693528183716
479,0.700626304802
